Namesch,Code,Gender,Date ,Math,English,Mhw ,Mcomp,Mgrade,MConseq,Ehw,Ecomp,Egrade,Comments 
7,0131,F,3/7/2016,1,1,1,4,,2,1,3,,
7,0132,F,3/7/2016,1,1,1,4,,2,1,5,,
7,0133,F,3/7/2016,1,1,1,4,,2,1,5,,
7,0134,F,3/7/2016,1,1,1,5,,2,1,5,,
7,0135,F,3/7/2016,1,1,1,4,,2,1,4,,
7,0136,F,3/7/2016,1,1,1,5,,2,1,5,,
7,0137,M,3/7/2016,1,1,1,5,,2,1,5,,
7,0138,M,3/7/2016,1,1,1,4,,2,1,3,,
7,0139,M,3/7/2016,1,1,1,5,,2,1,5,,
7,0140,M,3/7/2016,1,1,1,5,,2,1,4,,
7,0141,M,3/7/2016,1,1,1,5,,2,1,3,,
7,0142,M,3/7/2016,1,1,1,4,,2,1,3,,
7,0143,M,3/7/2016,1,1,1,5,,2,1,4,,
7,0144,M,3/7/2016,1,1,1,5,,2,1,4,,
7,0145,M,3/7/2016,1,1,1,5,,2,1,5,,
7,0146,M,3/7/2016,1,1,1,5,,2,1,5,,
7,0147,M,3/7/2016,1,1,1,5,,2,1,4,,
7,0148,M,3/7/2016,1,1,1,4,,2,1,4,,
7,0149,F,3/7/2016,1,1,1,3,,2,1,3,,
7,0150,F,3/7/2016,1,1,1,3,,2,1,2,,
7,0151,F,3/7/2016,1,1,5,,,1,1,4,,
7,0152,F,3/7/2016,1,1,1,3,,2,1,5,,
7,0153,F,3/7/2016,1,1,1,5,,2,,5,,
7,0154,F,3/7/2016,1,1,1,3,,2,1,2,,
7,0155,F,3/7/2016,1,1,1,4,,2,1,5,,
7,0156,F,3/7/2016,1,1,5,,,1,1,3,,
7,0157,F,3/7/2016,1,1,5,,,1,1,3,,
7,0158,F,3/7/2016,1,1,1,4,,2,1,4,,
7,0159,F,3/7/2016,1,1,1,5,,2,1,5,,
7,0160,M,3/7/2016,1,1,1,5,,2,1,4,,
7,0161,M,3/7/2016,1,1,1,5,,2,1,3,,
7,0162,M,3/7/2016,1,1,1,5,,2,1,5,,
7,0163,M,3/7/2016,1,1,1,5,,2,1,5,,
7,0164,M,3/7/2016,1,1,1,4,,2,1,5,,
7,0165,M,3/7/2016,1,1,1,4,,2,1,4,,
7,0166,M,3/7/2016,1,1,5,,,1,1,3,,
7,0167,M,3/7/2016,1,1,1,4,,2,1,4,,
7,0129,F,3/8/2016,1,1,5,,,1,5,,,
7,0130,F,3/8/2016,1,1,5,,,1,5,,,
7,0131,F,3/8/2016,1,1,5,,,1,5,,,
7,0132,F,3/8/2016,1,1,5,,,1,5,,,
7,0133,F,3/8/2016,1,1,1,5,,2,1,4,,
7,0134,F,3/8/2016,1,1,1,5,,2,1,5,,
7,0135,F,3/8/2016,1,1,1,5,,2,1,5,,
7,0136,F,3/8/2016,1,1,1,5,,2,1,5,,
7,0137,M,3/8/2016,1,1,1,5,,2,1,5,,
7,0138,M,3/8/2016,1,1,5,,,1,5,,,
7,0139,M,3/8/2016,1,1,1,5,,2,1,5,,
7,0140,M,3/8/2016,1,1,1,4,,2,1,5,,
7,0141,M,3/8/2016,1,1,1,4,,2,1,5,,
7,0142,M,3/8/2016,1,1,1,5,,2,1,4,,
7,0143,M,3/8/2016,1,1,1,5,,2,1,5,,
7,0144,M,3/8/2016,1,1,1,4,,2,1,3,,
7,0145,M,3/8/2016,1,1,1,5,,2,1,5,,
7,0146,M,3/8/2016,1,1,1,5,,2,1,5,,
7,0147,M,3/8/2016,1,1,1,5,,2,1,4,,
7,0148,M,3/8/2016,1,1,5,,,1,5,,,
7,0149,F,3/8/2016,1,2,1,1,,2,7,,,
7,0150,F,3/8/2016,1,2,1,5,,2,7,,,
7,0151,F,3/8/2016,1,2,5,,,1,7,,,
7,0152,F,3/8/2016,1,2,1,2,,2,7,,,
7,0153,F,3/8/2016,1,2,1,5,,2,7,,,
7,0154,F,3/8/2016,1,2,5,,,1,7,,,
7,0155,F,3/8/2016,1,2,1,5,,2,7,,,
7,0156,F,3/8/2016,1,2,5,,,1,7,,,
7,0157,F,3/8/2016,1,2,1,4,,2,7,,,
7,0158,F,3/8/2016,1,2,1,5,,2,7,,,
7,0159,F,3/8/2016,1,2,1,4,,2,7,,,
7,0160,M,3/8/2016,1,2,1,5,,2,7,,,
7,0161,M,3/8/2016,1,2,1,3,,2,7,,,
7,0162,M,3/8/2016,1,2,1,5,,2,7,,,
7,0163,M,3/8/2016,1,2,1,5,,2,7,,,
7,0164,M,3/8/2016,1,2,1,5,,2,7,,,
7,0165,M,3/8/2016,1,2,1,5,,2,7,,,
7,0166,M,3/8/2016,1,2,1,4,,2,7,,,
7,0167,M,3/8/2016,1,2,1,5,,2,7,,,
7,0129,F,3/9/2016,1,1,1,4,,2,2,3,,
7,0130,F,3/9/2016,1,1,1,4,,2,1,5,,
7,0131,F,3/9/2016,1,1,1,4,,2,1,3,,
7,0132,F,3/9/2016,1,1,1,5,,2,1,4,,
7,0133,F,3/9/2016,1,1,1,3,,2,1,3,,
7,0134,F,3/9/2016,1,1,1,3,,2,1,4,,
7,0135,F,3/9/2016,1,1,1,3,,2,1,2,,
7,0136,F,3/9/2016,1,1,1,5,,2,1,5,,
7,0137,M,3/9/2016,1,1,1,4,,2,1,5,,
7,0138,M,3/9/2016,1,1,1,4,,2,1,3,,
7,0139,M,3/9/2016,1,1,1,4,,2,1,5,,
7,0140,M,3/9/2016,1,1,1,5,,2,1,4,,
7,0141,M,3/9/2016,1,1,1,4,,2,1,3,,
7,0142,M,3/9/2016,1,1,1,3,,2,1,3,,
7,0143,M,3/9/2016,1,1,1,5,,2,1,5,,
7,0144,M,3/9/2016,1,1,1,4,,2,1,4,,
7,0145,M,3/9/2016,1,1,1,4,,2,1,5,,
7,0146,M,3/9/2016,1,1,1,5,,2,1,5,,
7,0147,M,3/9/2016,1,1,1,5,,2,1,4,,
7,0148,M,3/9/2016,1,1,1,4,,2,1,4,,
7,0149,F,3/9/2016,1,1,1,4,,2,1,2,,
7,0150,F,3/9/2016,1,1,5,,,1,1,1,,
7,0151,F,3/9/2016,1,1,1,4,,2,1,2,,
7,0152,F,3/9/2016,1,1,1,5,,2,1,5,,
7,0153,F,3/9/2016,1,1,1,5,,2,1,5,,
7,0154,F,3/9/2016,1,1,5,,,1,1,1,,
7,0155,F,3/9/2016,1,1,1,5,,2,1,5,,
7,0156,F,3/9/2016,1,1,1,3,,2,1,3,,
7,0157,F,3/9/2016,1,1,1,4,,2,1,5,,
7,0158,F,3/9/2016,1,1,1,4,,2,1,4,,
7,0159,F,3/9/2016,1,1,1,5,,2,1,5,,
7,0160,M,3/9/2016,1,1,1,5,,2,1,4,,
7,0161,M,3/9/2016,1,1,1,2,,2,1,2,,
7,0162,M,3/9/2016,1,1,1,5,,2,1,4,,
7,0163,M,3/9/2016,1,1,1,5,,2,1,4,,
7,0164,M,3/9/2016,1,1,1,5,,2,1,4,,
7,0165,M,3/9/2016,1,1,1,4,,2,1,3,,
7,0166,M,3/9/2016,1,1,5,,,1,1,2,,
7,0167,M,3/9/2016,1,1,1,5,,2,1,3,,
7,0129,F,3/10/2016,1,1,1,3,,2,1,4,,
7,0130,F,3/10/2016,1,1,1,5,,2,1,5,,
7,0131,F,3/10/2016,1,1,1,4,,2,1,4,,
7,0132,F,3/10/2016,1,1,1,5,,2,1,5,,
7,0133,F,3/10/2016,1,1,1,2,,2,1,3,,
7,0134,F,3/10/2016,1,1,1,3,,2,1,5,,
7,0135,F,3/10/2016,1,1,1,3,,2,1,5,,
7,0136,F,3/10/2016,1,1,1,5,,2,1,5,,
7,0137,M,3/10/2016,1,1,1,5,,2,1,4,,
7,0138,M,3/10/2016,1,1,1,3,,2,1,3,,
7,0139,M,3/10/2016,1,1,1,4,,2,1,5,,
7,0140,M,3/10/2016,1,1,1,5,,2,1,3,,
7,0141,M,3/10/2016,1,1,1,4,,2,1,4,,
7,0142,M,3/10/2016,1,1,1,3,,2,1,3,,
7,0143,M,3/10/2016,1,1,1,5,,2,1,5,,
7,0144,M,3/10/2016,1,1,1,4,,2,1,4,,
7,0145,M,3/10/2016,1,1,1,5,,2,1,5,,
7,0146,M,3/10/2016,1,1,1,5,,2,1,5,,
7,0147,M,3/10/2016,1,1,1,5,,2,1,4,,
7,0148,M,3/10/2016,1,1,1,4,,2,1,4,,
7,0149,F,3/10/2016,2,1,7,,,2,5,,,
7,0150,F,3/10/2016,2,1,7,,,2,5,,,
7,0151,F,3/10/2016,2,1,7,,,2,1,3,,
7,0152,F,3/10/2016,2,1,7,,,2,1,5,,
7,0153,F,3/10/2016,2,1,7,,,2,1,5,,
7,0154,F,3/10/2016,2,1,7,,,2,1,3,,
7,0155,F,3/10/2016,2,1,7,,,2,1,5,,
7,0156,F,3/10/2016,2,1,7,,,2,1,3,,
7,0157,F,3/10/2016,2,1,7,,,2,5,,,
7,0158,F,3/10/2016,2,1,7,,,2,1,5,,
7,0159,F,3/10/2016,2,1,7,,,2,1,5,,
7,0160,M,3/10/2016,2,1,7,,,2,1,5,,
7,0161,M,3/10/2016,2,1,7,,,2,1,4,,
7,0162,M,3/10/2016,2,1,7,,,2,1,5,,
7,0163,M,3/10/2016,2,1,7,,,2,1,5,,
7,0164,M,3/10/2016,2,1,7,,,2,1,5,,
7,0165,M,3/10/2016,2,1,7,,,2,1,4,,
7,0166,M,3/10/2016,2,1,7,,,2,5,,,
7,0167,M,3/10/2016,2,1,7,,,2,1,5,,
7,0129,F,3/11/2016,1,1,1,4,,2,1,4,,
7,0130,F,3/11/2016,1,1,1,5,,2,1,5,,
7,0131,F,3/11/2016,1,1,1,4,,2,1,3,,
7,0132,F,3/11/2016,1,1,1,5,,2,1,4,,
7,0133,F,3/11/2016,1,1,1,4,,2,1,3,,
7,0134,F,3/11/2016,1,1,1,5,,2,1,3,,
7,0135,F,3/11/2016,1,1,1,5,,2,1,3,,
7,0136,F,3/11/2016,1,1,1,5,,2,1,5,,
7,0137,M,3/11/2016,1,1,1,5,,2,1,5,,
7,0138,M,3/11/2016,1,1,1,4,,2,1,3,,
7,0139,M,3/11/2016,1,1,1,5,,2,1,5,,
7,0140,M,3/11/2016,1,1,1,4,,2,1,4,,
7,0141,M,3/11/2016,1,1,1,4,,2,1,4,,
7,0142,M,3/11/2016,1,1,1,3,,2,1,3,,
7,0143,M,3/11/2016,1,1,1,5,,2,1,5,,
7,0144,M,3/11/2016,1,1,1,5,,2,1,5,,
7,0145,M,3/11/2016,1,1,1,5,,2,1,5,,
7,0146,M,3/11/2016,1,1,1,5,,2,1,5,,
7,0147,M,3/11/2016,1,1,1,4,,2,1,5,,
7,0148,M,3/11/2016,1,1,1,4,,2,1,5,,
7,0149,F,3/11/2016,1,1,1,1,,2,1,2,,
7,0150,F,3/11/2016,1,1,1,4,,2,1,3,,
7,0151,F,3/11/2016,1,1,1,3,,2,1,4,,
7,0152,F,3/11/2016,1,1,1,5,,2,1,4,,
7,0153,F,3/11/2016,1,1,1,5,,2,1,4,,
7,0154,F,3/11/2016,1,1,1,1,,2,1,3,,
7,0155,F,3/11/2016,1,1,1,4,,2,1,5,,
7,0156,F,3/11/2016,1,1,1,4,,2,1,2,,
7,0157,F,3/11/2016,1,1,1,2,,2,1,3,,
7,0158,F,3/11/2016,1,1,1,4,,2,1,4,,
7,0159,F,3/11/2016,1,1,1,5,,2,1,5,,
7,0160,M,3/11/2016,1,1,1,5,,2,1,5,,
7,0161,M,3/11/2016,1,1,1,2,,2,1,3,,
7,0162,M,3/11/2016,1,1,1,5,,2,1,5,,
7,0163,M,3/11/2016,1,1,1,4,,2,1,5,,
7,0164,M,3/11/2016,1,1,1,4,,2,1,5,,
7,0165,M,3/11/2016,1,1,1,3,,2,1,4,,
7,0166,M,3/11/2016,1,1,1,3,,2,1,3,,
7,0167,M,3/11/2016,1,1,1,4,,2,1,5,,
7,0129,F,3/14/2016,1,1,1,4,,2,1,4,,
7,0130,F,3/14/2016,1,1,1,4,,2,1,5,,
7,0131,F,3/14/2016,1,1,1,4,,2,1,4,,
7,0132,F,3/14/2016,1,1,1,5,,2,1,4,,
7,0133,F,3/14/2016,1,1,1,5,,2,5,,,
7,0134,F,3/14/2016,1,1,5,,,1,1,5,,
7,0135,F,3/14/2016,1,1,1,5,,2,5,,,
7,0136,F,3/14/2016,1,1,5,,,1,1,5,,
7,0137,M,3/14/2016,1,1,1,4,,2,1,5,,
7,0138,M,3/14/2016,1,1,1,4,,2,1,4,,
7,0139,M,3/14/2016,1,1,1,5,,2,1,5,,
7,0140,M,3/14/2016,1,1,1,5,,2,1,4,,
7,0141,M,3/14/2016,1,1,1,4,,2,1,5,,
7,0142,M,3/14/2016,1,1,1,4,,2,1,3,,
7,0143,M,3/14/2016,1,1,1,5,,2,1,5,,
7,0144,M,3/14/2016,1,1,1,4,,2,1,4,,
7,0145,M,3/14/2016,1,1,1,5,,2,1,5,,
7,0146,M,3/14/2016,1,1,1,5,,2,1,4,,
7,0147,M,3/14/2016,1,1,1,5,,2,1,4,,
7,0148,M,3/14/2016,1,1,1,4,,2,1,4,,
7,0149,F,3/14/2016,1,1,5,,,1,5,,,
7,0150,F,3/14/2016,1,1,1,3,,2,1,4,,
7,0151,F,3/14/2016,1,1,1,4,,2,1,4,,
7,0152,F,3/14/2016,1,1,1,5,,2,1,4,,
7,0153,F,3/14/2016,1,1,1,5,,2,1,5,,
7,0154,F,3/14/2016,1,1,5,,,1,1,3,,
7,0155,F,3/14/2016,1,1,1,5,,2,1,5,,
7,0156,F,3/14/2016,1,1,1,2,,2,1,3,,
7,0157,F,3/14/2016,1,1,1,4,,2,1,4,,
7,0158,F,3/14/2016,1,1,1,5,,2,1,4,,
7,0159,F,3/14/2016,1,1,1,5,,2,1,5,,
7,0160,M,3/14/2016,1,1,1,4,,2,1,5,,
7,0161,M,3/14/2016,1,1,1,3,,2,1,3,,
7,0162,M,3/14/2016,1,1,1,5,,2,1,5,,
7,0163,M,3/14/2016,1,1,1,5,,2,1,5,,
7,0164,M,3/14/2016,1,1,1,5,,2,1,5,,
7,0165,M,3/14/2016,1,1,1,3,,2,5,,,
7,0166,M,3/14/2016,1,1,5,,,1,1,3,,
7,0167,M,3/14/2016,1,1,1,5,,2,1,5,,
7,0129,F,3/15/2016,1,1,1,5,,2,1,5,,
7,0130,F,3/15/2016,1,1,1,5,,2,1,5,,
7,0131,F,3/15/2016,1,1,1,4,,2,1,4,,
7,0132,F,3/15/2016,1,1,1,4,,2,1,4,,
7,0133,F,3/15/2016,1,1,1,3,,2,1,4,,
7,0134,F,3/15/2016,1,1,1,5,,2,1,5,,
7,0135,F,3/15/2016,1,1,1,4,,2,1,3,,
7,0136,F,3/15/2016,1,1,1,5,,2,1,5,,
7,0137,M,3/15/2016,1,1,1,5,,2,1,5,,
7,0138,M,3/15/2016,1,1,1,4,,2,1,4,,
7,0139,M,3/15/2016,1,1,1,5,,2,1,5,,
7,0140,M,3/15/2016,1,1,1,5,,2,1,5,,
7,0141,M,3/15/2016,1,1,1,4,,2,1,4,,
7,0142,M,3/15/2016,1,1,1,4,,2,1,3,,
7,0143,M,3/15/2016,1,1,1,5,,2,1,5,,
7,0144,M,3/15/2016,1,1,1,4,,2,1,5,,
7,0145,M,3/15/2016,1,1,1,5,,2,1,5,,
7,0146,M,3/15/2016,1,1,1,5,,2,1,5,,
7,0147,M,3/15/2016,1,1,1,5,,2,1,4,,
7,0148,M,3/15/2016,1,1,1,4,,2,1,3,,
7,0149,F,3/15/2016,1,1,1,2,,2,1,3,,
7,0150,F,3/15/2016,1,1,1,2,,2,5,,,
7,0151,F,3/15/2016,1,1,1,3,,2,1,3,,
7,0152,F,3/15/2016,1,1,1,4,,2,5,,,
7,0153,F,3/15/2016,1,1,1,5,,2,1,5,,
7,0154,F,3/15/2016,1,1,1,1,,2,5,,,
7,0155,F,3/15/2016,1,1,1,5,,2,1,5,,
7,0156,F,3/15/2016,1,1,1,2,,2,1,3,,
7,0157,F,3/15/2016,1,1,1,4,,2,1,2,,
7,0158,F,3/15/2016,1,1,1,5,,2,1,4,,
7,0159,F,3/15/2016,1,1,1,5,,2,1,5,,
7,0160,M,3/15/2016,1,1,1,5,,2,1,5,,
7,0161,M,3/15/2016,1,1,5,,,1,1,3,,
7,0162,M,3/15/2016,1,1,1,5,,2,1,5,,
7,0163,M,3/15/2016,1,1,1,5,,2,1,5,,
7,0164,M,3/15/2016,1,1,1,5,,2,1,5,,
7,0165,M,3/15/2016,1,1,1,4,,2,1,3,,
7,0166,M,3/15/2016,1,1,5,,,1,5,,,
7,0167,M,3/15/2016,1,1,1,5,,2,1,4,,
7,0129,F,3/16/2016,2,2,7,,,2,7,,,
7,0130,F,3/16/2016,2,2,7,,,2,7,,,
7,0131,F,3/16/2016,2,2,7,,,2,7,,,
7,0132,F,3/16/2016,2,2,7,,,2,7,,,
7,0133,F,3/16/2016,2,2,7,,,2,7,,,
7,0134,F,3/16/2016,2,2,7,,,2,7,,,
7,0135,F,3/16/2016,2,2,7,,,2,7,,,
7,0136,F,3/16/2016,2,2,7,,,2,7,,,
7,0137,M,3/16/2016,2,2,7,,,2,7,,,
7,0138,M,3/16/2016,2,2,7,,,2,7,,,
7,0139,M,3/16/2016,2,2,7,,,2,7,,,
7,0140,M,3/16/2016,2,2,7,,,2,7,,,
7,0141,M,3/16/2016,2,2,7,,,2,7,,,
7,0142,M,3/16/2016,2,2,7,,,2,7,,,
7,0143,M,3/16/2016,2,2,7,,,2,7,,,
7,0144,M,3/16/2016,2,2,7,,,2,7,,,
7,0145,M,3/16/2016,2,2,7,,,2,7,,,
7,0146,M,3/16/2016,2,2,7,,,2,7,,,
7,0147,M,3/16/2016,2,2,7,,,2,7,,,
7,0148,M,3/16/2016,2,2,7,,,2,7,,,
7,0149,F,3/16/2016,1,1,2,3,,2,5,,,
7,0150,F,3/16/2016,1,1,2,3,,2,5,,,
7,0151,F,3/16/2016,1,1,2,3,,2,5,3,,
7,0152,F,3/16/2016,1,1,1,4,,2,5,5,,
7,0153,F,3/16/2016,1,1,1,4,,2,5,5,,
7,0154,F,3/16/2016,1,1,6,,,2,6,,,
7,0155,F,3/16/2016,1,1,1,4,,2,1,5,,
7,0156,F,3/16/2016,1,1,1,3,,2,5,,,
7,0157,F,3/16/2016,1,1,6,,,2,6,,,
7,0158,F,3/16/2016,1,1,1,5,,2,1,4,,
7,0159,F,3/16/2016,1,1,1,5,,2,1,5,,
7,0160,M,3/16/2016,1,1,1,5,,2,1,4,,
7,0161,M,3/16/2016,1,1,5,,,2,1,3,,
7,0162,M,3/16/2016,1,1,1,5,,2,1,5,,
7,0163,M,3/16/2016,1,1,1,5,,2,1,5,,
7,0164,M,3/16/2016,1,1,1,5,,2,1,5,,
7,0165,M,3/16/2016,1,1,5,,,2,1,3,,
7,0166,M,3/16/2016,1,1,6,,,2,6,,,
7,0167,M,3/16/2016,1,1,2,5,,2,1,4,,
7,0129,F,3/17/2016,2,2,7,,,2,7,,,
7,0130,F,3/17/2016,2,2,7,,,2,7,,,
7,0131,F,3/17/2016,2,2,7,,,2,7,,,
7,0132,F,3/17/2016,2,2,7,,,2,7,,,
7,0133,F,3/17/2016,2,2,7,,,2,7,,,
7,0134,F,3/17/2016,2,2,7,,,2,7,,,
7,0135,F,3/17/2016,2,2,7,,,2,7,,,
7,0136,F,3/17/2016,2,2,7,,,2,7,,,
7,0137,M,3/17/2016,2,2,7,,,2,7,,,
7,0138,M,3/17/2016,2,2,7,,,2,7,,,
7,0139,M,3/17/2016,2,2,7,,,2,7,,,
7,0140,M,3/17/2016,2,2,7,,,2,7,,,
7,0141,M,3/17/2016,2,2,7,,,2,7,,,
7,0142,M,3/17/2016,2,2,7,,,2,7,,,
7,0143,M,3/17/2016,2,2,7,,,2,7,,,
7,0144,M,3/17/2016,2,2,7,,,2,7,,,
7,0145,M,3/17/2016,2,2,7,,,2,7,,,
7,0146,M,3/17/2016,2,2,7,,,2,7,,,
7,0147,M,3/17/2016,2,2,7,,,2,7,,,
7,0148,M,3/17/2016,2,2,7,,,2,7,,,
7,0149,F,3/17/2016,1,1,1,4,,2,1,3,,
7,0150,F,3/17/2016,1,1,1,4,,2,1,4,,
7,0151,F,3/17/2016,1,1,1,4,,2,1,4,,
7,0152,F,3/17/2016,1,1,1,5,,2,1,5,,
7,0153,F,3/17/2016,1,1,1,5,,2,1,5,,
7,0154,F,3/17/2016,1,1,1,2,,2,5,,,
7,0155,F,3/17/2016,1,1,1,5,,2,1,5,,
7,0156,F,3/17/2016,1,1,1,3,,2,1,3,,
7,0157,F,3/17/2016,1,1,1,4,,2,1,3,,
7,0158,F,3/17/2016,1,1,1,5,,2,1,5,,
7,0159,F,3/17/2016,1,1,1,5,,2,1,5,,
7,0160,M,3/17/2016,1,1,1,5,,2,1,5,,
7,0161,M,3/17/2016,1,1,1,3,,2,3,2,,
7,0162,M,3/17/2016,1,1,1,5,,2,1,5,,
7,0163,M,3/17/2016,1,1,1,5,,2,1,5,,
7,0164,M,3/17/2016,1,1,1,5,,2,1,5,,
7,0165,M,3/17/2016,1,1,1,4,,2,1,4,,
7,0166,M,3/17/2016,1,1,1,3,,2,5,,,
7,0167,M,3/17/2016,1,1,1,5,,2,1,4,,
7,0129,F,2/18/2016,2,2,7,,,2,7,,,
7,0130,F,2/18/2016,2,2,7,,,2,7,,,
7,0131,F,2/18/2016,2,2,7,,,2,7,,,
7,0132,F,2/18/2016,2,2,7,,,2,7,,,
7,0133,F,2/18/2016,2,2,7,,,2,7,,,
7,0134,F,2/18/2016,2,2,7,,,2,7,,,
7,0135,F,2/18/2016,2,2,7,,,2,7,,,
7,0136,F,2/18/2016,2,2,7,,,2,7,,,
7,0137,M,2/18/2016,2,2,7,,,2,7,,,
7,0138,M,2/18/2016,2,2,7,,,2,7,,,
7,0139,M,2/18/2016,2,2,7,,,2,7,,,
7,0140,M,2/18/2016,2,2,7,,,2,7,,,
7,0141,M,2/18/2016,2,2,7,,,2,7,,,
7,0142,M,2/18/2016,2,2,7,,,2,7,,,
7,0143,M,2/18/2016,2,2,7,,,2,7,,,
7,0144,M,2/18/2016,2,2,7,,,2,7,,,
7,0145,M,2/18/2016,2,2,7,,,2,7,,,
7,0146,M,2/18/2016,2,2,7,,,2,7,,,
7,0147,M,2/18/2016,2,2,7,,,2,7,,,
7,0148,M,2/18/2016,2,2,7,,,2,7,,,
7,0149,F,2/18/2016,1,2,3,2,,2,7,,,
7,0150,F,2/18/2016,1,2,3,3,,2,7,,,
7,0151,F,2/18/2016,1,2,1,4,,2,7,,,
7,0152,F,2/18/2016,1,2,1,4,,2,7,,,
7,0153,F,2/18/2016,1,2,1,5,,2,7,,,
7,0154,F,2/18/2016,1,2,5,,,2,7,,,
7,0155,F,2/18/2016,1,2,1,5,,2,7,,,
7,0156,F,2/18/2016,1,2,5,,,2,7,,,
7,0157,F,2/18/2016,1,2,5,,,2,7,,,
7,0158,F,2/18/2016,1,2,1,5,,2,7,,,
7,0159,F,2/18/2016,1,2,1,5,,2,7,,,
7,0160,M,2/18/2016,1,2,1,5,,2,7,,,
7,0161,M,2/18/2016,1,2,1,3,,2,7,,,
7,0162,M,2/18/2016,1,2,1,5,,2,7,,,
7,0163,M,2/18/2016,1,2,1,5,,2,7,,,
7,0164,M,2/18/2016,1,2,1,4,,2,7,,,
7,0165,M,2/18/2016,1,2,1,3,,2,7,,,
7,0166,M,2/18/2016,1,2,1,2,,2,7,,,
7,0167,M,2/18/2016,1,2,1,5,,2,7,,,
